strike,days_to_expiration,implied_volatility
5865.0,10,0.1640388530958491
5870.0,10,0.16320252724711343
5875.0,10,0.16233580620870808
5880.0,10,0.16141150581779093
5885.0,10,0.16048792925161515
5890.0,10,0.15969969087416963
5895.0,10,0.15853818720613616
5900.0,10,0.15778706156410865
5905.0,10,0.15704129196186414
5910.0,10,0.15603428229781385
5915.0,10,0.15516296515767133
5920.0,10,0.15438000821945086
5925.0,10,0.15334083338091686
5930.0,10,0.15259824916347592
5935.0,10,0.15170980702093062
5940.0,10,0.15083190608573918
5945.0,10,0.14995462629761075
5950.0,10,0.14907503845804973
5955.0,10,0.14833856627529088
5960.0,10,0.14753932449506668
5965.0,10,0.14652670240539978
5970.0,10,0.14579992656430912
5975.0,10,0.14495325467389922
5980.0,10,0.14410399963395315
5985.0,10,0.14354504514240013
5990.0,10,0.1427483784522223
5995.0,10,0.14193627617754795
6000.0,10,0.14119049901236636
6005.0,10,0.1404476600199085
6010.0,10,0.14000033441025422
6015.0,10,0.1390119766227208
6020.0,10,0.13855293529807378
6025.0,10,0.13775826350914466
6030.0,10,0.13728993387453609
6040.0,10,0.13599194662073555
6050.0,10,0.1350613299393259
6060.0,10,0.13401008917415985
6070.0,10,0.13303105737195714
6075.0,10,0.1325823828961928
6080.0,10,0.13236839104999043
6090.0,10,0.13156495773393528
6100.0,10,0.1308645358210792
6110.0,10,0.13027489947170068
6125.0,10,0.12935888026139547
6150.0,10,0.12899979859264366
6175.0,10,0.12981048278983048
6200.0,10,0.1318007583147835
6225.0,10,0.13447304433471777
6250.0,10,0.13623855550598601
6275.0,10,0.1435198554091261
6300.0,10,0.14756547375640092
6325.0,10,0.1513761499502376
6350.0,10,0.1594896074048294
6375.0,10,0.1648911809620373
6400.0,10,0.1727131949604956
6500.0,10,0.20369879524420842
6600.0,10,0.23355556766241908
6800.0,10,0.29178000589907854
7000.0,10,0.34739912714539134
7200.0,10,0.40016534244154855
7400.0,10,0.4510341766277919
7600.0,10,0.5005047220663691
2000.0,11,1.8640271742749104
2200.0,11,1.705594761806016
2400.0,11,1.5612456899121698
2600.0,11,1.428055976943399
2800.0,11,1.3660652363613157
3000.0,11,1.24647568866931
3200.0,11,1.1337149722338133
3400.0,11,1.0269043674037097
3600.0,11,0.9185055527578803
3800.0,11,0.8237385984294099
3900.0,11,0.7975873534919986
4000.0,11,0.7523108980077327
4050.0,11,0.73856883640845
4100.0,11,0.7161812263964684
4150.0,11,0.6940676759292559
4200.0,11,0.6721613599409766
4250.0,11,0.6669431027435548
4300.0,11,0.6450202568143664
4350.0,11,0.6233530088272369
4400.0,11,0.6141642805759419
4450.0,11,0.5924058436578696
4500.0,11,0.5811512704069677
4550.0,11,0.559657740967204
4600.0,11,0.5455966839580514
4650.0,11,0.5241591796388025
4675.0,11,0.5202822549282169
4700.0,11,0.5095590343414328
4725.0,11,0.49889325086140635
4750.0,11,0.4939353456489119
4775.0,11,0.48321758621344124
4800.0,11,0.47255624214586356
4825.0,11,0.4671102430985336
4850.0,11,0.45639783601984407
4875.0,11,0.4500354555771511
4890.0,11,0.443574248958188
4900.0,11,0.4392778601069836
4910.0,11,0.43682982773397094
4920.0,11,0.43472691015854026
4925.0,11,0.4325599239729233
4930.0,11,0.43039515760126046
4940.0,11,0.42607225192750353
4950.0,11,0.425422264379376
4960.0,11,0.4211132251724931
4970.0,11,0.41681292440521167
4975.0,11,0.41466604275327906
4980.0,11,0.41252132913923467
4990.0,11,0.4099786589324832
5000.0,11,0.40745984148344816
5010.0,11,0.40312505371466556
5020.0,11,0.40020534282241055
5025.0,11,0.39986318459436615
5030.0,11,0.39770394121431907
5040.0,11,0.39339272221858756
5050.0,11,0.39042615777240686
5060.0,11,0.3874655415235766
5070.0,11,0.38311139780404857
5075.0,11,0.380937569611551
5080.0,11,0.38016390097732644
5090.0,11,0.3772214973944511
5100.0,11,0.3728261168519468
5110.0,11,0.369536617155263
5120.0,11,0.366550066174514
5125.0,11,0.36545860946544095
5130.0,11,0.3644069520123837
5140.0,11,0.35997736833110283
5150.0,11,0.35774232180679694
5160.0,11,0.3533279357093647
5170.0,11,0.35110379031518724
5175.0,11,0.348903075329441
5180.0,11,0.34670450294231414
5190.0,11,0.34449117781409855
5200.0,11,0.34203417445500656
5210.0,11,0.3375840473027395
5220.0,11,0.334921083533758
5225.0,11,0.3326664484072806
5230.0,11,0.3321280303937082
5240.0,11,0.3276279857879626
5250.0,11,0.3248473500225093
5260.0,11,0.32207206626635876
5270.0,11,0.3191205521450784
5275.0,11,0.31684828407533583
5280.0,11,0.31603040894315804
5290.0,11,0.3127919396918259
5300.0,11,0.3088759202511484
5310.0,11,0.3063335621352228
5320.0,11,0.3031136032313331
5325.0,11,0.3008238066509087
5330.0,11,0.2998997725867415
5340.0,11,0.2966770048263482
5350.0,11,0.29381272525967506
5360.0,11,0.29077681860103083
5370.0,11,0.2871633675661042
5375.0,11,0.28590741743664005
5380.0,11,0.28410468154825874
5390.0,11,0.2810517740911853
5400.0,11,0.2783581063462305
5410.0,11,0.2753090198039071
5420.0,11,0.27181384702462297
5425.0,11,0.27073942879476065
5430.0,11,0.269219088435951
5435.0,11,0.2677001717369731
5440.0,11,0.2661826725971814
5445.0,11,0.26466657743100336
5450.0,11,0.26352729386180085
5455.0,11,0.261889911260335
5460.0,11,0.2605374990699745
5465.0,11,0.25914668286138276
5470.0,11,0.25775716216321887
5475.0,11,0.2560018396474304
5480.0,11,0.2542481202045155
5485.0,11,0.25322957475952723
5490.0,11,0.25214708076568604
5495.0,11,0.25097108723371053
5500.0,11,0.24962241991477999
5505.0,11,0.24827420202900877
5510.0,11,0.2469272346278716
5515.0,11,0.24558151710936826
5520.0,11,0.2442370420103403
5525.0,11,0.24289380182019255
5530.0,11,0.24155173131294086
5535.0,11,0.24009468709947723
5540.0,11,0.23853434674914625
5545.0,11,0.23792683331306808
5550.0,11,0.2362929085890167
5555.0,11,0.23466048134245365
5560.0,11,0.23405555785292598
5565.0,11,0.23285090883874726
5570.0,11,0.23153919865567235
5575.0,11,0.2305269771814669
5580.0,11,0.22951568273306727
5585.0,11,0.22806877680783355
5590.0,11,0.22705953082293778
5595.0,11,0.22605115709642842
5600.0,11,0.22455426579944956
5605.0,11,0.22400141797920226
5610.0,11,0.22263149029671866
5615.0,11,0.22163719916998825
5620.0,11,0.22064379981539917
5625.0,11,0.21999829066178683
5630.0,11,0.21870773171962088
5635.0,11,0.21734822682077592
5640.0,11,0.21631496251216628
5645.0,11,0.21560748433397522
5650.0,11,0.21457589925166023
5655.0,11,0.2138172704467916
5660.0,11,0.21243627197635173
5665.0,11,0.21159890783530697
5670.0,11,0.21076228446096804
5675.0,11,0.20992635307958993
5680.0,11,0.20898190919353152
5685.0,11,0.2077437069031663
5690.0,11,0.20650661575400275
5695.0,11,0.20577456611532668
5700.0,11,0.20453943519492132
5705.0,11,0.2040149329928353
5710.0,11,0.20289102992013586
5715.0,11,0.2019603016607942
5720.0,11,0.20080515824077763
5725.0,11,0.20010114385727526
5730.0,11,0.19895022196352458
5735.0,11,0.19781619538087256
5740.0,11,0.19688673287819045
5745.0,11,0.19595803659779776
5750.0,11,0.19502989594019338
5755.0,11,0.19415865577500402
5760.0,11,0.19299501794984336
5765.0,11,0.19220365726258026
5770.0,11,0.19104172467557867
5775.0,11,0.19000157589332606
5780.0,11,0.1891164690704256
5785.0,11,0.1882321401159004
5790.0,11,0.18734844841960696
5795.0,11,0.18635178069234243
5800.0,11,0.18534486862334715
5805.0,11,0.1841794839605404
5810.0,11,0.1833334993829614
5815.0,11,0.1823343220454248
5820.0,11,0.18133855765385715
5825.0,11,0.18034364610126763
5830.0,11,0.17949916627319282
5835.0,11,0.17863002355946447
5840.0,11,0.17746650732656616
5845.0,11,0.17658856307491977
5850.0,11,0.17571101714716159
5855.0,11,0.1747737214969949
5860.0,11,0.17370376914284108
5865.0,11,0.1727710795129182
5870.0,11,0.17207938494515998
5875.0,11,0.17093506982064666
5880.0,11,0.17005632463187842
5885.0,11,0.16904561986063443
5890.0,11,0.16824996632078937
5895.0,11,0.16727586411945955
5900.0,11,0.16643176487613254
5905.0,11,0.1655843527528787
5910.0,11,0.1644992489972616
5915.0,11,0.1637988898810181
5920.0,11,0.1630813287497172
5925.0,11,0.16150907230619171
5930.0,11,0.16054815279620063
5935.0,11,0.15997152603594017
5940.0,11,0.1589284411079807
5945.0,11,0.15809576090173202
5950.0,11,0.15739273000152743
5955.0,11,0.1565110814803164
5960.0,11,0.15568127744428903
5965.0,11,0.15511483277292515
5970.0,11,0.154197339056588
5975.0,11,0.15337305189061828
5980.0,11,0.1528155796450235
5985.0,11,0.15188214257863605
5990.0,11,0.15121811358733353
5995.0,11,0.150572049074074
6000.0,11,0.14965475811256262
6005.0,11,0.14903307796184262
6010.0,11,0.14834147423086294
6015.0,11,0.14763796685285013
6020.0,11,0.14693511339257037
6025.0,11,0.146272849335348
6030.0,11,0.14550357328436284
6035.0,11,0.14520861802925733
6040.0,11,0.14441652593836612
6045.0,11,0.14397360940063103
6050.0,11,0.14323908031638277
6055.0,11,0.14262790120740781
6060.0,11,0.14241250430454766
6065.0,11,0.1417714385138712
6070.0,11,0.1412324140589456
6075.0,11,0.1409438326143923
6080.0,11,0.14030193658097162
6090.0,11,0.13966179382311228
6100.0,11,0.13896870445210768
6110.0,11,0.13849669703503414
6120.0,11,0.13757730203629343
6125.0,11,0.13798901313106704
6130.0,11,0.13722277424111917
6140.0,11,0.13707900551344593
6150.0,11,0.13673099459969906
6160.0,11,0.13621323452289935
6170.0,11,0.13630855479321194
6175.0,11,0.13642513854005767
6180.0,11,0.13634439153034267
6190.0,11,0.1368016945405067
6200.0,11,0.13722197928509933
6210.0,11,0.1369258293009799
6220.0,11,0.13828525284663867
6225.0,11,0.13752389262836784
6230.0,11,0.13795181738179602
6240.0,11,0.1400676048968336
6250.0,11,0.1400737762629798
6260.0,11,0.14157767230014334
6275.0,11,0.1419398590010122
6300.0,11,0.14751582480669734
6325.0,11,0.15191799561121536
6350.0,11,0.15514538901710256
6375.0,11,0.1583291228732883
6400.0,11,0.16330838386863603
6425.0,11,0.17070266922486987
6450.0,11,0.17806807602976954
6475.0,11,0.18540484769102666
6500.0,11,0.19271323153832867
6550.0,11,0.21671308565005465
6600.0,11,0.2167563687710748
6700.0,11,0.24400187808657323
6800.0,11,0.27834499553528275
7000.0,11,0.313453312217319
7200.0,11,0.36173340995126924
7400.0,11,0.4079763118423448
7600.0,11,0.45229338799312796
7800.0,11,0.49546399609944464
8000.0,11,0.5375462392656106
2200.0,14,1.4984704976835557
2400.0,14,1.4353637988572643
2600.0,14,1.3134367817313701
2800.0,14,1.2007360445171278
3000.0,14,1.0440428824547894
3200.0,14,0.9964223639122946
3400.0,14,0.8794657236035567
3600.0,14,0.793379272925403
3800.0,14,0.749221397564399
4000.0,14,0.6740695523089679
4200.0,14,0.61703599902335
4400.0,14,0.5559403348224441
4500.0,14,0.5235407592380875
4600.0,14,0.49292284953757703
4700.0,14,0.46175952145015936
4800.0,14,0.4324596219708169
4900.0,14,0.4016049034908736
5000.0,14,0.37257869507204705
5025.0,14,0.3648183716885076
5050.0,14,0.35683630157484847
5075.0,14,0.3498578832837747
5100.0,14,0.34291365849574007
5125.0,14,0.335474103108145
5150.0,14,0.32850774207495304
5175.0,14,0.32150142208890065
5200.0,14,0.31408693038207736
5225.0,14,0.3062431750114104
5250.0,14,0.2996371730216617
5275.0,14,0.29283509827790016
5300.0,14,0.2853630022863512
5325.0,14,0.27877171622764085
5350.0,14,0.2714890375707669
5375.0,14,0.2646950861184326
5400.0,14,0.25813038261652155
5425.0,14,0.2510366822395181
5450.0,14,0.2449105766295333
5475.0,14,0.23783108399551808
5500.0,14,0.2325502855154604
5510.0,14,0.22964575593269648
5520.0,14,0.22764799085281387
5525.0,14,0.22665043607459892
5530.0,14,0.2255921421994665
5540.0,14,0.2230853228570701
5550.0,14,0.2205122411833648
5560.0,14,0.21870990330662876
5570.0,14,0.21682050428109464
5575.0,14,0.21561913806968552
5580.0,14,0.21473069431183195
5590.0,14,0.2126275719203779
5600.0,14,0.21078218620700506
5610.0,14,0.20866342088353584
5620.0,14,0.20682236945762622
5625.0,14,0.20590304602667137
5630.0,14,0.2049816364248792
5640.0,14,0.2025866317591909
5650.0,14,0.2008417532870757
5660.0,14,0.19924162229439452
5670.0,14,0.19726465680287641
5675.0,14,0.1961669150306302
5680.0,14,0.19551210127576749
5690.0,14,0.19357118322219163
5695.0,14,0.19254374416543585
5700.0,14,0.19151720522091567
5705.0,14,0.19049152077460577
5710.0,14,0.18986165561419188
5715.0,14,0.18900687831083424
5720.0,14,0.18764232652678642
5725.0,14,0.18663609595489072
5730.0,14,0.1859877264052682
5735.0,14,0.1849830334630577
5740.0,14,0.18420635900160304
5745.0,14,0.1831733149592087
5750.0,14,0.18214116316267664
5755.0,14,0.18110987949885365
5760.0,14,0.18040491946367165
5765.0,14,0.17940927916172839
5770.0,14,0.1781708474969842
5775.0,14,0.17738388808728872
5780.0,14,0.17644749159691187
5785.0,14,0.17564720012524807
5790.0,14,0.17462859478410986
5795.0,14,0.17359518150088987
5800.0,14,0.17270231124247576
5805.0,14,0.17194987645060594
5810.0,14,0.1708901818789365
5815.0,14,0.16987493920508343
5820.0,14,0.16886054260587863
5825.0,14,0.1681097272967086
5830.0,14,0.16729510736575215
5835.0,14,0.16626439294788858
5840.0,14,0.16535938943901324
5845.0,14,0.1645798576009942
5850.0,14,0.16357338338596167
5855.0,14,0.16262494385842668
5860.0,14,0.16167727840902618
5865.0,14,0.16096977121642506
5870.0,14,0.1599938314594432
5875.0,14,0.15898115903736054
5880.0,14,0.15808535982507121
5885.0,14,0.1574220518410377
5890.0,14,0.15645445660129664
5895.0,14,0.15559129841993719
5900.0,14,0.1548423348960853
5905.0,14,0.15392335065461843
5910.0,14,0.15296305035040497
5915.0,14,0.15222815312899562
5920.0,14,0.1514934437198419
5925.0,14,0.15071859010572536
5930.0,14,0.14974946540786524
5935.0,14,0.14911741318141977
5940.0,14,0.14830884139392736
5945.0,14,0.14745135124098535
5950.0,14,0.14682056967462095
5955.0,14,0.1461258112720205
5960.0,14,0.14526873811295535
5965.0,14,0.14452731699935314
5970.0,14,0.14375961072034082
5975.0,14,0.1430227817350414
5980.0,14,0.14228624060441974
5985.0,14,0.14169250956640927
5990.0,14,0.14097307498298312
5995.0,14,0.1403771983912325
6000.0,14,0.13977137324481922
6005.0,14,0.13895341049078686
6010.0,14,0.1385241348025158
6015.0,14,0.13796426718034094
6020.0,14,0.13705940723553545
6025.0,14,0.1367038417433486
6030.0,14,0.1359571819028517
6040.0,14,0.13458121643105264
6050.0,14,0.1337797954088472
6060.0,14,0.132676374001783
6070.0,14,0.13188153959502447
6075.0,14,0.13120422703971318
6080.0,14,0.13091033047677092
6090.0,14,0.12999346017023855
6100.0,14,0.12939843852983607
6110.0,14,0.1287964786359448
6125.0,14,0.1279341381544703
6150.0,14,0.12681920957000845
6175.0,14,0.12616524986640673
6200.0,14,0.12618477835225328
6225.0,14,0.12670705226562173
6250.0,14,0.12819626257944897
6275.0,14,0.1315629579404718
6300.0,14,0.1330337021064356
6325.0,14,0.13464809532560118
6350.0,14,0.14028562278457402
6375.0,14,0.1446547678284807
6400.0,14,0.1496878314039115
6500.0,14,0.17436190820210784
6600.0,14,0.19378321329031423
6800.0,14,0.24153584180384247
7000.0,14,0.28793774353156554
7200.0,14,0.33172976264581056
7400.0,14,0.37415055779099465
7600.0,14,0.4153886690383333
2400.0,15,1.383484347563262
2600.0,15,1.2659974465324622
2800.0,15,1.1574026393787757
3000.0,15,1.0564873976303888
3200.0,15,0.960479183273604
3400.0,15,0.8606302823046401
3600.0,15,0.8047804534018463
3800.0,15,0.7292183572255755
4000.0,15,0.6648655143273758
4200.0,15,0.6078218619446067
4400.0,15,0.5452197805901171
4500.0,15,0.5159025924489334
4600.0,15,0.4870222451594348
4700.0,15,0.45650709873974954
4800.0,15,0.4262575087502927
4900.0,15,0.39841591759081396
5000.0,15,0.3688046047623641
5025.0,15,0.36291728972833787
5050.0,15,0.35495705075472295
5075.0,15,0.34819492797780616
5100.0,15,0.3413155201981374
5125.0,15,0.3343642261765993
5150.0,15,0.3274373779470612
5175.0,15,0.3197794094863038
5200.0,15,0.3133226376688276
5225.0,15,0.3065803760075281
5250.0,15,0.29919065470884476
5275.0,15,0.29275050605357256
5300.0,15,0.28567505078680694
5325.0,15,0.2786594937110902
5350.0,15,0.2719975354363776
5375.0,15,0.265336952192086
5400.0,15,0.25899215719349844
5425.0,15,0.2524223296967195
5450.0,15,0.24606504805643567
5475.0,15,0.24004608479406647
5500.0,15,0.2342763049796731
5510.0,15,0.23229833246034962
5520.0,15,0.22979612582062992
5525.0,15,0.2285467198691658
5530.0,15,0.22766855397937988
5540.0,15,0.22554477852620902
5550.0,15,0.2234208585468065
5560.0,15,0.2213736937393393
5570.0,15,0.21933019233728754
5575.0,15,0.21846396806473561
5580.0,15,0.21741028340838187
5590.0,15,0.21534119242038946
5600.0,15,0.21327575737267662
5610.0,15,0.2114889330228512
5620.0,15,0.20945597940977795
5625.0,15,0.20824540508664832
5630.0,15,0.2075178681144682
5640.0,15,0.2055831124650377
5650.0,15,0.20356491436955032
5660.0,15,0.20143459191199983
5670.0,15,0.199734279602483
5675.0,15,0.1989497579223442
5680.0,15,0.1975713856310824
5690.0,15,0.19558080933876854
5695.0,15,0.1949679227240203
5700.0,15,0.19394513395252697
5705.0,15,0.19299278790494884
5710.0,15,0.191672088881108
5715.0,15,0.1906970316122759
5720.0,15,0.18989499373172464
5725.0,15,0.1890936291043928
5730.0,15,0.1881498045464985
5735.0,15,0.18683469003025202
5740.0,15,0.18599211232126314
5745.0,15,0.18499319720828966
5750.0,15,0.1841521140995508
5755.0,15,0.18329044763671334
5760.0,15,0.18209186338883523
5765.0,15,0.18118397177491907
5770.0,15,0.1802768685697609
5775.0,15,0.17937049840210123
5780.0,15,0.17845267706093554
5785.0,15,0.177317262815549
5790.0,15,0.17645244115091108
5795.0,15,0.17545359577976666
5800.0,15,0.17459018267933787
5805.0,15,0.1735188403527676
5810.0,15,0.1725369969119644
5815.0,15,0.1714292573223857
5820.0,15,0.17057591866556737
5825.0,15,0.16972249591786404
5830.0,15,0.16860564187112648
5835.0,15,0.16773052931543891
5840.0,15,0.1668561417880035
5845.0,15,0.16614631523945675
5850.0,15,0.1649983319123562
5855.0,15,0.16408235685129602
5860.0,15,0.16316713750110307
5865.0,15,0.1624600144669947
5870.0,15,0.16136958704055035
5875.0,15,0.160503964689867
5880.0,15,0.15952713386286257
5885.0,15,0.15890886424208533
5890.0,15,0.15774615745914922
5895.0,15,0.15680349922621784
5900.0,15,0.1560805054372894
5905.0,15,0.1552791928684155
5910.0,15,0.1544610872287988
5915.0,15,0.15353528672024613
5920.0,15,0.15282641979846825
5925.0,15,0.15204858459912673
5930.0,15,0.1511104008079907
5935.0,15,0.15028083569707457
5940.0,15,0.14960833884684993
5945.0,15,0.14866898526852382
5950.0,15,0.148057215156556
5955.0,15,0.14722177526069757
5960.0,15,0.1466197899828361
5965.0,15,0.14567937961784572
5970.0,15,0.14518392074381825
5975.0,15,0.1443471498331174
5980.0,15,0.14351962656213912
5985.0,15,0.14314986746693345
5990.0,15,0.14243341897820028
5995.0,15,0.14161840861822889
6000.0,15,0.1411604912519885
6010.0,15,0.1396938574956063
6020.0,15,0.13857100366543118
6025.0,15,0.1379613084176679
6030.0,15,0.13735205093129846
6040.0,15,0.13597897603909936
6050.0,15,0.13500233221112098
6060.0,15,0.1340722411335252
6070.0,15,0.13298948651763878
6075.0,15,0.13262670721049793
6080.0,15,0.1321118380821517
6100.0,15,0.13044178478698876
6125.0,15,0.1291588999082452
6150.0,15,0.12792907091082348
6175.0,15,0.12754665419237365
6200.0,15,0.12715545538667083
6225.0,15,0.12797022659450763
6250.0,15,0.1290912637932988
6275.0,15,0.13113136343079984
6300.0,15,0.13218617332027663
6325.0,15,0.13517467151413098
6350.0,15,0.13637836586918803
6375.0,15,0.1431513531567712
6400.0,15,0.14849418384066454
6500.0,15,0.16501309158462135
6600.0,15,0.19278388512857228
6800.0,15,0.23243730064363258
7000.0,15,0.27717973518677097
7200.0,15,0.3193516274804864
7400.0,15,0.36025126526347606
7600.0,15,0.4000067642509038
2400.0,16,1.3369180611930378
2600.0,16,1.2234201357918413
2800.0,16,1.118514101476092
3000.0,16,1.0511082848332345
3200.0,16,0.9178746096846899
3400.0,16,0.8618708944760514
3600.0,16,0.7776800364630339
3800.0,16,0.7151029694184927
4000.0,16,0.6607192910988069
4200.0,16,0.599749368871376
4400.0,16,0.5409370320284947
4600.0,16,0.48187841963893996
4700.0,16,0.45197482740872885
4800.0,16,0.42473457871637454
4900.0,16,0.39600612284553205
5000.0,16,0.36890350380653913
5025.0,16,0.36212823051625176
5050.0,16,0.35531572029868447
5075.0,16,0.3486681362575036
5100.0,16,0.3417057673615349
5125.0,16,0.3347774203573948
5150.0,16,0.32786349947699456
5175.0,16,0.3213416404276499
5200.0,16,0.31454559380539676
5225.0,16,0.30776327830083827
5250.0,16,0.30063814184565524
5275.0,16,0.29414144746905024
5300.0,16,0.2869378505744937
5325.0,16,0.2804783272137674
5350.0,16,0.2742661144205458
5375.0,16,0.2676132898088043
5400.0,16,0.2613909566615481
5425.0,16,0.25554392372629187
5450.0,16,0.24958588267841236
5475.0,16,0.24399628489129493
5500.0,16,0.23825940184988437
5520.0,16,0.23411612098413387
5525.0,16,0.23296279579982598
5530.0,16,0.23181049887603794
5540.0,16,0.22981644473633078
5550.0,16,0.228073861799131
5560.0,16,0.22584860701547185
5570.0,16,0.22356695105661972
5575.0,16,0.2226942733400757
5580.0,16,0.22155587942819588
5590.0,16,0.21953162513742963
5600.0,16,0.21742323875142272
5610.0,16,0.21576942546986427
5620.0,16,0.21388533230157394
5625.0,16,0.21293368044667482
5630.0,16,0.21189572795291972
5640.0,16,0.20982263845569638
5650.0,16,0.20775320816216836
5660.0,16,0.205817801499862
5670.0,16,0.20388055196473504
5675.0,16,0.20291321820330271
5680.0,16,0.20194672195406077
5690.0,16,0.20002231492079142
5695.0,16,0.19907346984818175
5700.0,16,0.19795877777821286
5705.0,16,0.19701168837561625
5710.0,16,0.19623196781048635
5715.0,16,0.19526713342257146
5720.0,16,0.194318244421174
5725.0,16,0.19319451773322896
5730.0,16,0.19222378012633337
5735.0,16,0.19125389916581298
5740.0,16,0.19043662404460784
5745.0,16,0.18937365621647723
5750.0,16,0.18821087031435596
5755.0,16,0.18732928861509265
5760.0,16,0.1863084552194617
5765.0,16,0.18542846380156264
5770.0,16,0.18459820901439045
5775.0,16,0.18349682108577786
5780.0,16,0.18239629112244882
5785.0,16,0.18155742877878564
5790.0,16,0.18058902810417815
5795.0,16,0.17960988059452826
5800.0,16,0.1785346420346317
5805.0,16,0.17746044760007684
5810.0,16,0.17650952403598869
5815.0,16,0.17580456349726842
5820.0,16,0.17467576475505
5825.0,16,0.1737102628395501
5830.0,16,0.1727455871179951
5835.0,16,0.1718980836468165
5840.0,16,0.17103278988963516
5845.0,16,0.1700329530045523
5850.0,16,0.16903380369386184
5855.0,16,0.16803553238284047
5860.0,16,0.1672611029016851
5865.0,16,0.1662388012437354
5870.0,16,0.16529215655080598
5875.0,16,0.1643463133058383
5880.0,16,0.16361736163283325
5885.0,16,0.16267321555238323
5890.0,16,0.1617606215568755
5895.0,16,0.16084874190084403
5900.0,16,0.16014909239682096
5910.0,16,0.15833422891732035
5920.0,16,0.1566489055438266
5925.0,16,0.15578287284822556
5930.0,16,0.15487322355424193
5940.0,16,0.15345223894668247
5950.0,16,0.1518425719081818
5960.0,16,0.15046327845708485
5970.0,16,0.14896348846202317
5975.0,16,0.1483587861470841
5980.0,16,0.14755714222161123
5990.0,16,0.14628619393578135
6000.0,16,0.144879199424903
6010.0,16,0.14370520706565382
6020.0,16,0.1422956500602084
6025.0,16,0.14185022779319828
6030.0,16,0.1411324248850288
6040.0,16,0.14018700379818239
6050.0,16,0.13890631827276007
6060.0,16,0.13779842172794798
6070.0,16,0.1370468240748365
6075.0,16,0.13642313518987245
6080.0,16,0.1360719183179383
6100.0,16,0.13467529823977037
6125.0,16,0.13278074441695792
6150.0,16,0.1316907617552684
